ths_holder_name_stock,ths_holder_held_num_stock,ths_float_holder_held_mv_stock,ths_holder_held_ratio_stock,ths_holder_held_shares_nature_stock,ths_holder_nature_stock,ths_org_holder_type_stock,ths_org_holder_name_stock,ths_holder_held_ls_num_stock,ths_top10_hlolder_held_num_stock,ths_top10_hlolder_held_ratio_stock,ths_float_holder_name_stock,ths_float_holder_held_num_stock,ths_float_holder_held_ratio_stock,ths_float_holder_held_share_nature_stock,ths_top10_float_hlolder_held_num_stock,ths_top10_float_hlolder_held_ratio_stock,ths_shareholders_numbers_byr_stock,ths_shareholders_yoy_change_byr_stock,ths_shareholders_qoq_change_byr_stock,ths_shareholders_numbers_enddate_stock,ths_shareholders_change_enddate_stock,ths_avg_held_num_stock,ths_avg_held_ratio_stock,ths_avg_held_ratio_chg_lrr_stock,ths_avg_held_num_growth_q_stock,ths_avg_held_ratio_growth_q_stock,ths_avg_held_num_growth_6m_stock,ths_avg_held_ratio_growth_6m_stock,ths_held_num_org_stock,ths_held_num_qfii_stock,ths_held_num_sif_stock,ths_held_num_fund_stock,ths_held_num_insurance_corp_stock,ths_total_org_held_num_stock,ths_qfii_held_num_stock,ths_sif_held_num_stock,ths_fund_held_num_stock,ths_wm_product_held_num_stock,ths_insurance_corp_held_num_stock,ths_broker_held_num_stock,ths_corp_annuity_held_num_stock,ths_trust_corp_share_held_num_stock,ths_financial_corp_held_num_stock,ths_bank_held_num_stock,ths_fund_manage_corp_held_num_stock,ths_general_corp_held_num_stock,ths_sp_holding_num_stock,ths_total_org_held_ratio_stock,ths_qfii_held_ratio_stock,ths_sif_held_ratio_stock,ths_fund_held_ratio_stock,ths_wm_product_held_ratio_stock,ths_insurance_corp_held_ratio_stock,ths_broker_held_ratio_stock,ths_corp_annuity_held_ratio_stock,ths_trust_corp_share_held_ratio_stock,ths_financial_corp_held_ratio_stock,ths_bank_held_ratio_stock,ths_fund_manage_corp_held_ratio_stock,ths_general_corp_held_ratio_stock,ths_sp_holding_ratio_stock,ths_top10_fund_holded_name_stock,ths_fund_value_stock,ths_total_shares_stock,ths_depository_receipt_ratio_stock,ths_total_shares_before_listed_stock,ths_total_ashare_stock,ths_float_ashare_stock,ths_float_ashare_exright_stock,ths_limited_ashare_stock,ths_total_bshare_stock,ths_float_bshare_stock,ths_limited_bshare_stock,ths_neeq_ashare_stock,ths_neeq_bshare_stock,ths_neeq_sum_stock,ths_hk_listed_stock_stock,ths_overseas_listed_shares_stock,ths_free_float_shares_stock,ths_total_float_shares_stock,ths_total_limited_shares_stock,ths_unfloat_shares_before_reform_stock,thscode,time
,,,,,,一般法人,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588000.SH,
