return_horizon,share_level_r,share_level_p,share_change_r,share_change_p
ret_90d,0.23055027241551954,0.28989043646275364,0.06078863223123269,0.7881382576707
ret_180d,0.36883202668616843,0.09119108118620563,0.031953647290918534,0.890637051282799
ret_252d,0.3673782386321788,0.0925727680541078,-0.18986147675695553,0.409760072958018
